epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,132098,0.8644,0.47571,0.81072,0.91489,0.9023,0.96253,0.6868,0.24322,0.15134,0.20463,0.003829,0.003829,0.003829
189,133450,0.87798,0.5043,0.81591,0.91483,0.90166,0.96238,0.68677,0.2434,0.15109,0.20459,0.003796,0.003796,0.003796
190,134398,0.93294,0.52549,0.83086,0.91331,0.9036,0.96238,0.68719,0.24332,0.15114,0.20461,0.003763,0.003763,0.003763
191,135035,0.87166,0.49259,0.80166,0.91523,0.90627,0.96341,0.68634,0.24313,0.15119,0.20463,0.00373,0.00373,0.00373
192,135671,0.86483,0.49934,0.79069,0.9111,0.91058,0.96352,0.6871,0.24311,0.1509,0.20468,0.003697,0.003697,0.003697
193,136308,0.85648,0.48288,0.80295,0.91531,0.90728,0.96353,0.68709,0.24305,0.15062,0.2047,0.003664,0.003664,0.003664
194,136944,0.86459,0.48432,0.78196,0.91531,0.90728,0.96353,0.68785,0.24316,0.1503,0.20473,0.003631,0.003631,0.003631
195,137581,0.82046,0.4701,0.78195,0.91258,0.91241,0.96384,0.68807,0.24313,0.15002,0.20472,0.003598,0.003598,0.003598
196,138220,0.89722,0.52198,0.8197,0.9154,0.91241,0.96402,0.68796,0.24313,0.14998,0.20479,0.003565,0.003565,0.003565
197,138858,0.85534,0.48703,0.80082,0.91312,0.91241,0.96405,0.68876,0.24319,0.15027,0.20474,0.003532,0.003532,0.003532
198,139497,0.83625,0.47558,0.78003,0.91265,0.91241,0.96406,0.68831,0.24334,0.15009,0.20474,0.003499,0.003499,0.003499
199,140135,0.90096,0.51169,0.82757,0.91394,0.91423,0.96402,0.68882,0.2435,0.15015,0.20478,0.003466,0.003466,0.003466
200,140774,0.90637,0.51281,0.81177,0.91312,0.91606,0.96398,0.68988,0.24341,0.15016,0.20476,0.003433,0.003433,0.003433
201,141413,0.83951,0.45977,0.77219,0.91241,0.91606,0.964,0.68948,0.24327,0.15027,0.20472,0.0034,0.0034,0.0034
202,142052,0.88534,0.48684,0.81027,0.91316,0.91606,0.96409,0.68972,0.24347,0.15027,0.20476,0.003367,0.003367,0.003367
203,142691,0.83728,0.47263,0.7827,0.90645,0.91606,0.9642,0.69075,0.24345,0.15029,0.20464,0.003334,0.003334,0.003334
204,143332,0.89086,0.49116,0.81242,0.90439,0.91788,0.96362,0.68983,0.24314,0.15033,0.20474,0.003301,0.003301,0.003301
205,143972,0.85729,0.46873,0.78857,0.90434,0.91788,0.96374,0.68929,0.24345,0.15023,0.20473,0.003268,0.003268,0.003268
206,144612,0.85779,0.48643,0.78459,0.90297,0.91703,0.96442,0.69096,0.24365,0.15019,0.20472,0.003235,0.003235,0.003235
207,145252,0.85296,0.47932,0.81261,0.90177,0.91606,0.96369,0.69065,0.24353,0.15002,0.20469,0.003202,0.003202,0.003202
208,145892,0.83006,0.45112,0.79849,0.90042,0.91606,0.9632,0.68942,0.24359,0.15008,0.20468,0.003169,0.003169,0.003169
209,146531,0.83803,0.46075,0.78267,0.90013,0.91606,0.96305,0.6894,0.24326,0.15023,0.20468,0.003136,0.003136,0.003136
210,147170,0.87941,0.5016,0.80922,0.90447,0.91606,0.96374,0.69052,0.24328,0.15052,0.20474,0.003103,0.003103,0.003103
211,147809,0.82295,0.4705,0.78019,0.90206,0.91606,0.96381,0.69042,0.24358,0.1505,0.20464,0.00307,0.00307,0.00307
212,148447,0.86198,0.48157,0.79959,0.90093,0.91606,0.9638,0.69006,0.24339,0.15099,0.2047,0.003037,0.003037,0.003037
213,149084,0.8372,0.47148,0.79009,0.90068,0.91606,0.96328,0.68996,0.24349,0.15057,0.20475,0.003004,0.003004,0.003004
214,149721,0.84781,0.45757,0.80292,0.90439,0.91423,0.96314,0.69032,0.24314,0.15048,0.20475,0.002971,0.002971,0.002971
215,150359,0.82021,0.45172,0.76859,0.90287,0.91606,0.96313,0.69003,0.2432,0.1503,0.20474,0.002938,0.002938,0.002938
216,150995,0.8463,0.46581,0.79532,0.90533,0.91423,0.96369,0.68935,0.24311,0.15006,0.20468,0.002905,0.002905,0.002905
217,151632,0.87098,0.48103,0.80758,0.9111,0.91423,0.9637,0.69018,0.24308,0.15014,0.20463,0.002872,0.002872,0.002872
218,152269,0.828,0.47988,0.80715,0.91097,0.91241,0.96373,0.69042,0.24282,0.15013,0.2046,0.002839,0.002839,0.002839
219,152905,0.85743,0.49499,0.80834,0.92169,0.90208,0.96349,0.69066,0.24261,0.15007,0.20462,0.002806,0.002806,0.002806
220,153542,0.82302,0.46315,0.77718,0.89946,0.91426,0.96348,0.69134,0.24274,0.1501,0.20462,0.002773,0.002773,0.002773
221,154178,0.86067,0.47459,0.80814,0.91244,0.90876,0.9635,0.69133,0.24253,0.15026,0.20465,0.00274,0.00274,0.00274
222,154815,0.84524,0.48065,0.80352,0.92175,0.90693,0.96358,0.69132,0.24251,0.15031,0.20461,0.002707,0.002707,0.002707
223,155451,0.83201,0.46892,0.77867,0.91598,0.90876,0.96369,0.69229,0.24246,0.14999,0.20468,0.002674,0.002674,0.002674
224,156089,0.80024,0.4347,0.79799,0.92187,0.90434,0.96376,0.6921,0.2425,0.14986,0.20458,0.002641,0.002641,0.002641
225,156726,0.80963,0.44199,0.78732,0.92366,0.90527,0.96613,0.69326,0.24241,0.14957,0.2046,0.002608,0.002608,0.002608
226,157364,0.78686,0.45006,0.76564,0.92367,0.90535,0.9661,0.69303,0.24268,0.14968,0.20457,0.002575,0.002575,0.002575
227,158000,0.8306,0.46512,0.78758,0.9236,0.90441,0.96616,0.69294,0.24277,0.14974,0.2046,0.002542,0.002542,0.002542
228,158637,0.78306,0.43649,0.77816,0.92017,0.91058,0.96655,0.69266,0.24253,0.14983,0.20462,0.002509,0.002509,0.002509
229,159273,0.81162,0.44527,0.78316,0.92131,0.90876,0.96706,0.693,0.24237,0.14993,0.20459,0.002476,0.002476,0.002476
230,159924,0.80858,0.43924,0.78235,0.92012,0.91058,0.96665,0.69211,0.24235,0.14976,0.20455,0.002443,0.002443,0.002443
231,160592,0.79054,0.45374,0.78639,0.91998,0.91058,0.96675,0.69273,0.24252,0.1494,0.20451,0.00241,0.00241,0.00241
232,161230,0.83773,0.45466,0.7897,0.92871,0.90331,0.96672,0.69335,0.24247,0.14943,0.20453,0.002377,0.002377,0.002377
233,161867,0.80314,0.43567,0.77862,0.93332,0.90146,0.96657,0.69362,0.24224,0.14934,0.20449,0.002344,0.002344,0.002344
234,162510,0.77566,0.42848,0.76007,0.92042,0.9076,0.96629,0.69247,0.24246,0.14936,0.20451,0.002311,0.002311,0.002311
235,163176,0.83416,0.46192,0.76511,0.92047,0.90821,0.96707,0.69297,0.24242,0.14934,0.20452,0.002278,0.002278,0.002278
236,163824,0.80009,0.44055,0.78989,0.93603,0.90146,0.96703,0.69333,0.24226,0.14929,0.20448,0.002245,0.002245,0.002245
237,164462,0.80211,0.45583,0.79757,0.93454,0.90146,0.96637,0.6928,0.24211,0.14931,0.20447,0.002212,0.002212,0.002212
238,165099,0.76819,0.42311,0.77421,0.93566,0.9023,0.96717,0.69323,0.2422,0.14934,0.20448,0.002179,0.002179,0.002179
239,165737,0.79547,0.43298,0.77671,0.93559,0.90122,0.96728,0.69341,0.24192,0.14933,0.20446,0.002146,0.002146,0.002146
240,166375,0.82736,0.44084,0.79691,0.93557,0.90087,0.9672,0.69438,0.24202,0.1493,0.20442,0.002113,0.002113,0.002113
241,167015,0.83079,0.45784,0.80303,0.93546,0.89933,0.96706,0.69479,0.24189,0.14922,0.20445,0.00208,0.00208,0.00208
242,167652,0.76631,0.41288,0.75082,0.93389,0.89781,0.96693,0.69572,0.24189,0.14905,0.20443,0.002047,0.002047,0.002047
243,168291,0.8394,0.45777,0.78711,0.93568,0.90262,0.96773,0.69543,0.2421,0.14908,0.2045,0.002014,0.002014,0.002014
244,168931,0.7969,0.44603,0.79133,0.93871,0.89964,0.96629,0.69575,0.24205,0.14945,0.20452,0.001981,0.001981,0.001981
245,169602,0.81196,0.44877,0.78198,0.93754,0.90389,0.96802,0.69647,0.24214,0.1492,0.20452,0.001948,0.001948,0.001948
246,170814,0.75284,0.41166,0.75249,0.93948,0.89781,0.96624,0.69595,0.24239,0.1491,0.20448,0.001915,0.001915,0.001915
247,171922,0.77766,0.41643,0.78997,0.93963,0.89781,0.9663,0.69542,0.24243,0.14922,0.20448,0.001882,0.001882,0.001882
248,172562,0.7958,0.42808,0.75368,0.9406,0.89781,0.9663,0.69437,0.24257,0.14913,0.20452,0.001849,0.001849,0.001849
249,173622,0.80522,0.44553,0.7938,0.93831,0.89964,0.96698,0.69573,0.24238,0.14926,0.20456,0.001816,0.001816,0.001816
250,174975,0.75078,0.42345,0.75659,0.93753,0.89964,0.96702,0.6954,0.24265,0.14947,0.20453,0.001783,0.001783,0.001783
251,176333,0.80282,0.44521,0.76614,0.93372,0.8998,0.96634,0.69444,0.24256,0.14945,0.2046,0.00175,0.00175,0.00175
252,177686,0.78086,0.44235,0.75653,0.93549,0.89979,0.967,0.69374,0.24263,0.14964,0.20461,0.001717,0.001717,0.001717
253,179040,0.73888,0.40662,0.75624,0.93376,0.90028,0.96634,0.69465,0.24234,0.14968,0.2046,0.001684,0.001684,0.001684
254,180390,0.7444,0.40221,0.76259,0.93567,0.90247,0.96747,0.69421,0.2424,0.14987,0.20461,0.001651,0.001651,0.001651
255,181752,0.79067,0.43211,0.78033,0.93854,0.89964,0.96633,0.69503,0.24259,0.14997,0.20466,0.001618,0.001618,0.001618
256,183108,0.74733,0.403,0.75478,0.93612,0.89964,0.9664,0.69527,0.24277,0.14989,0.20463,0.001585,0.001585,0.001585
257,184461,0.77465,0.40233,0.792,0.93562,0.9016,0.9657,0.69442,0.24285,0.15,0.20469,0.001552,0.001552,0.001552
258,185817,0.76551,0.41811,0.79473,0.92842,0.90511,0.96585,0.69408,0.24278,0.15011,0.20468,0.001519,0.001519,0.001519
259,187173,0.78633,0.41159,0.79841,0.92734,0.90511,0.9657,0.69483,0.24276,0.15029,0.20467,0.001486,0.001486,0.001486
260,188520,0.75566,0.39779,0.78077,0.9294,0.90511,0.96505,0.69378,0.24292,0.15022,0.20469,0.001453,0.001453,0.001453
261,189869,0.74653,0.39674,0.7548,0.91861,0.90511,0.96539,0.69433,0.24281,0.15044,0.20464,0.00142,0.00142,0.00142
262,191229,0.7411,0.39787,0.76769,0.92035,0.90667,0.96529,0.69429,0.243,0.15072,0.20466,0.001387,0.001387,0.001387
263,191938,0.75697,0.39588,0.78497,0.92054,0.90511,0.96525,0.69479,0.24287,0.15069,0.20472,0.001354,0.001354,0.001354
264,192579,0.77915,0.42449,0.77088,0.92191,0.90486,0.9652,0.69419,0.24351,0.1508,0.20475,0.001321,0.001321,0.001321
265,193248,0.76612,0.41853,0.77834,0.92186,0.90422,0.96566,0.69374,0.24338,0.15091,0.20486,0.001288,0.001288,0.001288
266,193897,0.72134,0.39588,0.77308,0.92205,0.90657,0.9664,0.69386,0.24347,0.15109,0.20488,0.001255,0.001255,0.001255
267,194536,0.77748,0.41226,0.78648,0.92082,0.90693,0.96651,0.6943,0.2436,0.15158,0.20486,0.001222,0.001222,0.001222
268,195175,0.76748,0.41622,0.76675,0.91389,0.91024,0.96648,0.69431,0.24367,0.15163,0.20485,0.001189,0.001189,0.001189
269,195820,0.72176,0.38581,0.72952,0.91608,0.91241,0.96812,0.69383,0.24371,0.15161,0.20487,0.001156,0.001156,0.001156
270,196463,0.70459,0.37182,0.73925,0.91229,0.91102,0.96596,0.69263,0.24384,0.15172,0.20495,0.001123,0.001123,0.001123
271,197109,0.75719,0.38941,0.7572,0.91336,0.91058,0.96695,0.69269,0.24384,0.15192,0.20502,0.00109,0.00109,0.00109
272,197753,0.72916,0.39049,0.75514,0.91406,0.91217,0.96678,0.693,0.24402,0.15196,0.20503,0.001057,0.001057,0.001057
273,198401,0.72171,0.37707,0.74686,0.91159,0.91058,0.96622,0.69192,0.24379,0.15216,0.2051,0.001024,0.001024,0.001024
274,199041,0.72766,0.38398,0.76253,0.91166,0.91058,0.96636,0.69191,0.2438,0.15214,0.20515,0.000991,0.000991,0.000991
275,199679,0.74201,0.40102,0.762,0.91216,0.90955,0.96636,0.69191,0.2441,0.15206,0.20519,0.000958,0.000958,0.000958
276,200318,0.73422,0.39013,0.77293,0.91115,0.90876,0.96633,0.6927,0.24418,0.15236,0.20523,0.000925,0.000925,0.000925
277,200958,0.70327,0.38427,0.74553,0.91198,0.90758,0.96627,0.69263,0.24429,0.15242,0.20533,0.000892,0.000892,0.000892
278,201599,0.72314,0.38223,0.73827,0.91198,0.90755,0.96635,0.69348,0.2444,0.15251,0.2054,0.000859,0.000859,0.000859
279,202240,0.72538,0.38346,0.78798,0.91212,0.90908,0.96642,0.69311,0.24434,0.15227,0.20542,0.000826,0.000826,0.000826
280,202880,0.73694,0.39594,0.75065,0.9121,0.90884,0.96648,0.69274,0.24416,0.15242,0.20543,0.000793,0.000793,0.000793
281,203521,0.69487,0.36973,0.73213,0.91195,0.90717,0.96633,0.6929,0.2441,0.15269,0.20545,0.00076,0.00076,0.00076
282,204165,0.70915,0.36792,0.76505,0.91194,0.90714,0.96638,0.6929,0.24413,0.15281,0.20552,0.000727,0.000727,0.000727
283,204811,0.70366,0.36388,0.74962,0.91195,0.90718,0.96634,0.69295,0.24394,0.15284,0.2055,0.000694,0.000694,0.000694
284,205456,0.68257,0.35835,0.74373,0.91196,0.9073,0.96647,0.69285,0.24395,0.15267,0.2055,0.000661,0.000661,0.000661
285,206102,0.706,0.36076,0.7456,0.91199,0.9076,0.96659,0.69321,0.2443,0.15257,0.20554,0.000628,0.000628,0.000628
286,207268,0.70045,0.37439,0.74221,0.9121,0.90886,0.96642,0.69304,0.24406,0.15274,0.20561,0.000595,0.000595,0.000595
287,208633,0.70612,0.36641,0.76608,0.91179,0.9054,0.96649,0.6929,0.24441,0.15264,0.2057,0.000562,0.000562,0.000562
288,209945,0.69842,0.3602,0.74974,0.91367,0.90876,0.96656,0.69278,0.2444,0.15269,0.20574,0.000529,0.000529,0.000529
289,210600,0.74567,0.39554,0.75665,0.91531,0.90717,0.96654,0.6935,0.24458,0.15282,0.20574,0.000496,0.000496,0.000496
290,211245,0.6663,0.35416,0.73582,0.91531,0.90717,0.96658,0.69322,0.24464,0.15291,0.20576,0.000463,0.000463,0.000463
291,211888,0.59661,0.29829,0.68627,0.91703,0.90758,0.96693,0.69331,0.24473,0.15283,0.2058,0.00043,0.00043,0.00043
292,212531,0.59885,0.30184,0.68407,0.91622,0.90693,0.96705,0.69315,0.24499,0.15267,0.20587,0.000397,0.000397,0.000397
293,213173,0.57865,0.28869,0.66948,0.91683,0.90693,0.96689,0.69329,0.24518,0.15285,0.20592,0.000364,0.000364,0.000364
294,213815,0.58995,0.28406,0.66837,0.91533,0.90748,0.9663,0.69302,0.24521,0.15283,0.20602,0.000331,0.000331,0.000331
295,214458,0.56834,0.28974,0.65549,0.91395,0.90693,0.96619,0.69393,0.24543,0.15302,0.206,0.000298,0.000298,0.000298
296,215101,0.59996,0.28119,0.67596,0.91478,0.90876,0.9667,0.69419,0.24564,0.15278,0.20609,0.000265,0.000265,0.000265
297,215744,0.56987,0.28246,0.65148,0.91556,0.9102,0.96726,0.69498,0.24555,0.15297,0.20608,0.000232,0.000232,0.000232
298,216388,0.58709,0.28463,0.67348,0.91586,0.91058,0.96801,0.69528,0.2455,0.15306,0.20619,0.000199,0.000199,0.000199
299,217032,0.57277,0.2825,0.67144,0.91709,0.91241,0.96801,0.69382,0.24547,0.15305,0.2062,0.000166,0.000166,0.000166
300,217677,0.57721,0.27921,0.67329,0.91739,0.91187,0.96781,0.6943,0.24546,0.15332,0.20626,0.000133,0.000133,0.000133
